title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,year,month,day
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,Puzzle,Namco Bandai,7,0.04,0.0,0.04,0.0,0.0,2009-02-05,2009,2,5
Family Fortunes,DS,Misc,Mindscape,7,0.04,0.0,0.0,0.04,0.0,2009-10-23,2009,10,23
Akko ni Omakase! Brain Shock,DS,Misc,Taito,7,0.04,0.0,0.04,0.0,0.0,2006-12-07,2006,12,7
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,Misc,Namco Bandai,7,0.04,0.0,0.04,0.0,0.0,2008-08-07,2008,8,7
Unison: Rebels of Rhythm & Dance,PS2,Misc,Tecmo,7,0.04,0.02,0.0,0.02,0.01,2001-03-22,2001,3,22
Get Up and Dance,PS3,Misc,Crave Entertainment,7,0.04,0.03,0.0,0.0,0.0,2011-11-15,2011,11,15
Metal Gear Solid: Digital Graphic Novel,PSP,Misc,Konami,7,0.04,0.02,0.02,0.0,0.0,2006-06-13,2006,6,13
Bomberman: Act Zero,X360,Puzzle,Konami,3,0.04,0.04,0.0,0.0,0.0,2006-08-29,2006,8,29
Casual Mania!,DS,Puzzle,Destineer,7,0.04,0.04,0.0,0.0,0.0,2010-02-23,2010,2,23
Puyo Pop Fever,PSP,Puzzle,Ignition Entertainment,7,0.04,0.0,0.04,0.0,0.0,2006-05-19,2006,5,19
Challenge Me: Maths Workout,DS,Puzzle,O-Games,7,0.04,0.04,0.0,0.0,0.0,2009-05-26,2009,5,26
Mortimer Beckett and the Secrets of Spooky Manor,Wii,Puzzle,Mumbo Jumbo,7,0.04,0.04,0.0,0.0,0.0,2008-11-18,2008,11,18
Sushi Striker: The Way of Sushido,3DS,Puzzle,Nintendo,7,0.04,0.02,0.02,0.0,0.0,2018-06-08,2018,6,8
Fading Shadows,PSP,Puzzle,Agetec,7,0.04,0.03,0.0,0.0,0.0,2008-07-03,2008,7,3
Lumo,PS4,Puzzle,Rising Star Games,8,0.04,0.03,0.0,0.0,0.01,2016-08-30,2016,8,30
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,PS3,Visual Novel,Namco Bandai Games,7,0.04,0.0,0.04,0.0,0.0,2013-09-26,2013,9,26
PopCap Arcade Vol 1,X360,Puzzle,PopCap Games,8,0.04,0.04,0.0,0.0,0.0,2007-11-15,2007,11,15
Platinum Sudoku,DS,Puzzle,Ubisoft,7,0.04,0.03,0.0,0.01,0.0,2007-07-03,2007,7,3
The Treasures of Montezuma,DS,Puzzle,O-Games,7,0.04,0.02,0.0,0.02,0.0,2010-09-28,2010,9,28
Meteos: Disney Magic,DS,Puzzle,Disney Interactive Studios,7,0.04,0.01,0.0,0.02,0.0,2007-02-20,2007,2,20
Ailu de Puzzle,PSP,Puzzle,Capcom,7,0.04,0.0,0.04,0.0,0.0,2012-07-19,2012,7,19
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,WiiU,Puzzle,Namco Bandai Games,8,0.04,0.0,0.04,0.0,0.0,2014-11-27,2014,11,27
Marvel Pinball: Epic Collection Volume 1,PS4,Puzzle,Nighthawk Interactive,8,0.04,0.03,0.0,0.0,0.01,2016-11-08,2016,11,8
Ebikore+ Amagami,PSV,Visual Novel,Kadokawa Games,9,0.04,0.0,0.04,0.0,0.0,2014-01-30,2014,1,30
Diabolik Lovers: Dark Fate,PSV,Visual Novel,Idea Factory,9,0.04,0.0,0.04,0.0,0.0,2015-02-26,2015,2,26
Hanaoni: Yume no Tsudzuki,PSP,Visual Novel,Idea Factory,7,0.04,0.0,0.04,0.0,0.0,2012-03-22,2012,3,22
Shin Hayarigami,PS3,Visual Novel,Nippon Ichi Software,7,0.04,0.0,0.04,0.0,0.0,2014-08-07,2014,8,7
Ao no Exorcist: Genkoku no Labyrinth,PSP,Visual Novel,Namco Bandai Games,7,0.04,0.0,0.04,0.0,0.0,2012-04-26,2012,4,26
Bond of Ten Demons,PSP,Visual Novel,Idea Factory,7,0.04,0.0,0.04,0.0,0.0,2012-07-19,2012,7,19
Ski-Doo Snowmobile Challenge,X360,Racing,Valcon Games,8,0.04,0.03,0.0,0.0,0.0,2009-04-01,2009,4,1
Big Mutha Truckers,GBA,Racing,DSI Games,5,0.04,0.03,0.0,0.01,0.0,2005-11-09,2005,11,9
Atelier Sophie: The Alchemist of the Mysterious Book,PS3,Role-Playing,Tecmo Koei,7,0.04,0.0,0.04,0.0,0.0,2015-11-19,2015,11,19
The Talos Principle,PS4,Puzzle,Nighthawk Interactive,8,0.04,0.0,0.0,0.04,0.01,2015-10-13,2015,10,13
Nanda's Island,DS,Puzzle,Mumbo Jumbo,7,0.04,0.04,0.0,0.0,0.0,2011-03-28,2011,3,28
I.Q. Remix+: Intelligent Qube,PS2,Puzzle,Sony Computer Entertainment,7,0.04,0.0,0.04,0.0,0.0,2000-03-23,2000,3,23
Jewel Master: Cradle Of Rome 2,PC,Puzzle,Rising Star,8,0.04,0.0,0.0,0.04,0.01,2011-10-21,2011,10,21
Logic Machines,DS,Puzzle,City Interactive,7,0.04,0.03,0.0,0.0,0.0,2010-10-13,2010,10,13
Mr. Driller,PS,Puzzle,Namco,7,0.04,0.02,0.0,0.01,0.0,2000-05-09,2000,5,9
Napoleon Dynamite: The Game,PSP,Puzzle,Crave Entertainment,4,0.04,0.03,0.0,0.0,0.0,2007-10-23,2007,10,23
Harukanaru Toki no Naka de 4: Aizouban,PSP,Role-Playing,Tecmo Koei,7,0.04,0.0,0.04,0.0,0.0,2010-12-22,2010,12,22
Digimon Story: Cyber Sleuth - Hacker's Memory,PSV,Role-Playing,Namco Bandai Games,9,0.04,0.0,0.04,0.0,0.0,2018-01-19,2018,1,19
Atelier Firis: The Alchemist and the Mysterious Journey,PSV,Role-Playing,Tecmo Koei,9,0.04,0.0,0.04,0.0,0.0,2016-11-02,2016,11,2
UnchainBlades ReXX,3DS,Role-Playing,Atlus,7,0.04,0.0,0.04,0.0,0.0,2012-12-31,2012,12,31
Valkyria Revolution,XOne,Role-Playing,Sega,8,0.04,0.04,0.0,0.0,0.0,2017-06-27,2017,6,27
Harukanaru Toki no Naka de 5,PSP,Role-Playing,Tecmo Koei,7,0.04,0.0,0.04,0.0,0.0,2011-02-24,2011,2,24
Saru! Get You! Pipo Saru Senki,PSP,Role-Playing,Sony Computer Entertainment,7,0.04,0.0,0.04,0.0,0.0,2009-03-19,2009,3,19
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,Role-Playing,NIS America,7,0.04,0.0,0.04,0.0,0.0,2007-05-29,2007,5,29
Monster Hunter Frontier Online: Season 9.0,X360,Role-Playing,Capcom,8,0.04,0.0,0.04,0.0,0.0,2010-09-29,2010,9,29
Steambot Chronicles,PS2,Role-Playing,Atlus,7,0.04,0.02,0.0,0.01,0.0,2006-05-23,2006,5,23
Legasista,PS3,Role-Playing,NIS America,7,0.04,0.0,0.04,0.0,0.0,2012-08-21,2012,8,21
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Role-Playing,Rocket Company,7,0.04,0.0,0.04,0.0,0.0,2016-03-10,2016,3,10
Shadows Awakening,XOne,Role-Playing,Kalypso Media,8,0.04,0.03,0.0,0.0,0.0,2018-09-04,2018,9,4
Super Hero Generation,PSV,Role-Playing,Namco Bandai Games,9,0.04,0.0,0.04,0.0,0.0,2014-10-23,2014,10,23
Klonoa Heroes: Densetsu no Star Medal,GBA,Role-Playing,Namco,6,0.04,0.0,0.04,0.0,0.0,2002-12-13,2002,12,13
The Caligula Effect: Overdose,PS4,Role-Playing,NIS America,8,0.04,0.0,0.04,0.0,0.0,2019-03-12,2019,3,12
Atari Flashback Classics: Volume 1,NS,Misc,Atari,8,0.04,0.04,0.0,0.0,0.0,2018-12-13,2018,12,13
Who Wants to Be a Millionaire: 3rd Edition,DS,Misc,Ubisoft,7,0.04,0.04,0.0,0.0,0.0,2010-10-05,2010,10,5
Motto TOEIC Test DS Training,DS,Misc,IE Institute,7,0.04,0.0,0.04,0.0,0.0,2008-06-12,2008,6,12
Elex,XOne,Role-Playing,THQ Nordic,8,0.04,0.04,0.0,0.0,0.0,2017-10-17,2017,10,17
Ragnarok Odyssey Ace,PS3,Role-Playing,Xseed Games,7,0.04,0.03,0.0,0.0,0.01,2014-04-01,2014,4,1
Immortal Unchained,PS4,Role-Playing,Sold Out,8,0.04,0.03,0.0,0.0,0.01,2018-09-07,2018,9,7
Magical Starsign (JP sales),DS,Role-Playing,Nintendo,7,0.04,0.0,0.04,0.0,0.0,2006-10-23,2006,10,23
Valkyria Chronicles 4,XOne,Role-Playing,Sega,8,0.04,0.03,0.0,0.0,0.0,2018-09-25,2018,9,25
Pure Pinball,XB,Misc,XS Games,6,0.04,0.03,0.0,0.01,0.0,2004-08-05,2004,8,5
Shin Fortune Quest: Sokutaku no Kishi,PS,Misc,Media Works,7,0.04,0.0,0.04,0.0,0.0,1996-06-21,1996,6,21
WTF: Work Time Fun,PSP,Puzzle,D3 Publisher,7,0.04,0.04,0.0,0.0,0.0,2006-10-17,2006,10,17
Denki Blocks!,GBA,Puzzle,Majesco,8,0.04,0.03,0.0,0.01,0.0,2001-10-30,2001,10,30
Ballistic,PS,Puzzle,Atari,7,0.04,0.02,0.0,0.01,0.0,1999-10-31,1999,10,31
Quiz Mobile Gundam: Toi Senshi DX,PSP,Puzzle,Namco Bandai,7,0.04,0.0,0.04,0.0,0.0,2006-07-13,2006,7,13
Jig-A-Pix: Pets,DS,Puzzle,Zushi Games,7,0.04,0.03,0.0,0.0,0.0,2009-11-20,2009,11,20
Bubble Bobble Double Shot,DS,Puzzle,Ignition Entertainment,7,0.04,0.03,0.0,0.0,0.0,2008-03-03,2008,3,3
Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,DS,Misc,Success,7,0.04,0.0,0.04,0.0,0.0,2005-11-24,2005,11,24
Millipede / Super Breakout / Lunar Lander,GBA,Misc,DSI Games,6,0.04,0.03,0.0,0.01,0.0,2005-08-15,2005,8,15
World Championship Spelling,DS,Misc,505 Games,7,0.04,0.04,0.0,0.0,0.0,2010-03-30,2010,3,30
Ben 10 Galactic Racing,PSV,Misc,D3Publisher,9,0.04,0.02,0.0,0.02,0.01,2012-02-15,2012,2,15
Monster Band,DS,Misc,DreamCatcher Interactive,7,0.04,0.04,0.0,0.0,0.0,2009-03-02,2009,3,2
Akko ni Omakase! Brain Shock,DS,Misc,Taito,7,0.04,0.0,0.04,0.0,0.0,2006-12-07,2006,12,7
Metal Gear Solid HD Collection,PSV,Misc,Konami Digital Entertainment,9,0.04,0.0,0.04,0.0,0.0,2012-06-12,2012,6,12
Horses 3D,3DS,Misc,Ubisoft,7,0.04,0.04,0.0,0.0,0.0,2012-03-27,2012,3,27
Monster Kingdom: Jewel Summoner,PSP,Role-Playing,Atlus,7,0.04,0.0,0.04,0.0,0.0,2007-02-19,2007,2,19
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,DS,Role-Playing,ChunSoft,7,0.04,0.0,0.04,0.0,0.0,2010-12-09,2010,12,9
Zanki Zero: Last Beginning,PS4,Role-Playing,Spike Chunsoft,8,0.04,0.0,0.04,0.0,0.0,2019-04-09,2019,4,9
"My World, My Way (US sales)",DS,Role-Playing,Atlus,7,0.04,0.04,0.0,0.0,0.0,2009-02-03,2009,2,3
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,Misc,Namco Bandai,7,0.04,0.0,0.04,0.0,0.0,2007-12-06,2007,12,6
Looney Tunes: Cartoon Conductor,DS,Misc,Eidos Interactive,7,0.04,0.04,0.0,0.0,0.0,2008-06-10,2008,6,10
Phoenix Wright: Revived Turnabout,DS,Misc,Capcom,7,0.04,0.0,0.04,0.0,0.0,2008-04-17,2008,4,17
Virtua Fighter CG Portrait Series Vol.6: Lau Chan,SAT,Misc,Sega,8,0.04,0.0,0.04,0.0,0.0,1995-12-08,1995,12,8
Sudoku Ball Detective,Wii,Puzzle,Playlogic Game Factory,5,0.04,0.02,0.0,0.01,0.0,2009-10-13,2009,10,13
Paddington: Adventures in London,3DS,Puzzle,Microids,7,0.04,0.0,0.0,0.03,0.0,2015-08-11,2015,8,11
Zoo Quest: Puzzle Fun!,DS,Puzzle,DreamCatcher Interactive,7,0.04,0.04,0.0,0.0,0.0,2008-12-22,2008,12,22
Daito Giken Koushiki Pachi-Slot Simulator: Shake II,PS2,Misc,Paon,7,0.04,0.0,0.04,0.0,0.0,2007-07-26,2007,7,26
Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Misc,Nintendo,7,0.04,0.0,0.04,0.0,0.0,2009-12-17,2009,12,17
Kiniro no Corda 2 f,PSP,Role-Playing,KOEI,7,0.04,0.0,0.04,0.0,0.0,2009-02-26,2009,2,26
Blue Reflection: Maboroshi ni Mau - Shoujo no Ken,PSV,Role-Playing,Tecmo Koei,9,0.04,0.0,0.04,0.0,0.0,2017-03-30,2017,3,30
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,Misc,D3 Publisher,7,0.04,0.0,0.04,0.0,0.0,2008-12-18,2008,12,18
Sonic PC Collection,PC,Misc,Sega,8,0.04,0.0,0.0,0.04,0.0,2009-09-30,2009,9,30
Heathcliff! Frantic Foto,DS,Misc,Storm City Games,7,0.04,0.04,0.0,0.0,0.0,2010-10-15,2010,10,15
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,Misc,Sega,7,0.04,0.0,0.04,0.0,0.0,2007-08-16,2007,8,16
Idol Time PriPara: Yume All-Star Live!,3DS,Misc,Takara Tomy,7,0.04,0.0,0.04,0.0,0.0,2017-10-26,2017,10,26
DoraMoji: Nobita no Kanji Daisakusen,3DS,Misc,Shogakukan,7,0.04,0.0,0.04,0.0,0.0,2015-02-26,2015,2,26
Cook Wars,Wii,Misc,Ubisoft,7,0.04,0.03,0.0,0.0,0.0,2009-11-24,2009,11,24
Sega Arcade Gallery,GBA,Misc,THQ,6,0.04,0.03,0.0,0.01,0.0,2003-05-21,2003,5,21
Famicom Mini: Clu Clu Land,GBA,Puzzle,Nintendo,6,0.04,0.0,0.04,0.0,0.0,2004-05-21,2004,5,21
Rollin' Rascals,DS,Puzzle,Majesco,7,0.04,0.04,0.0,0.0,0.0,2009-05-12,2009,5,12
Superstars V8 Racing,PS3,Racing,Black Bean Games,7,0.04,0.0,0.0,0.03,0.01,2009-06-26,2009,6,26
DiRT Rally,PC,Racing,Codemasters,8,0.04,0.0,0.0,0.03,0.0,2015-04-27,2015,4,27
Konami Arcade Classics,PS,Misc,Konami,7,0.04,0.02,0.0,0.01,0.0,1999-11-30,1999,11,30
Minna no Chizu,PSP,Misc,Zenrin,7,0.04,0.0,0.04,0.0,0.0,2006-04-20,2006,4,20
Texas Hold 'Em Poker DS,DS,Misc,Majesco,7,0.04,0.03,0.0,0.0,0.0,2005-11-08,2005,11,8
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,Misc,D3 Publisher,7,0.04,0.0,0.04,0.0,0.0,2010-06-03,2010,6,3
NASCAR 07,XB,Racing,EA Sports,6,0.04,0.03,0.0,0.01,0.0,2006-09-06,2006,9,6
Pac-Man World Rally,PSP,Racing,Namco Bandai,7,0.04,0.04,0.0,0.0,0.0,2006-08-22,2006,8,22
Split/Second,PC,Racing,Disney Interactive Studios,8,0.04,0.0,0.0,0.04,0.01,2010-05-18,2010,5,18
Need for Speed: ProStreet,PC,Racing,Electronic Arts,5,0.04,0.0,0.0,0.04,0.0,2007-11-13,2007,11,13
Monaco Grand Prix,N64,Racing,Ubisoft,6,0.04,0.03,0.0,0.01,0.0,1999-09-01,1999,9,1
Rally Challenge 2000,N64,Racing,SouthPeak Interactive,9,0.04,0.03,0.0,0.01,0.0,2000-06-30,2000,6,30
Rat Attack!,PS,Puzzle,Mindscape,7,0.04,0.03,0.0,0.02,0.0,1999-08-31,1999,8,31
Luxor: Pharaoh's Challenge,Wii,Puzzle,Mumbo Jumbo,7,0.04,0.01,0.0,0.02,0.0,2008-01-15,2008,1,15
Antz Extreme Racing,PS2,Racing,Empire Interactive,7,0.04,0.02,0.0,0.02,0.01,2002-09-19,2002,9,19
GRID,PC,Racing,Codemasters,8,0.04,0.0,0.0,0.03,0.01,2008-06-03,2008,6,3
Stuntman,GBA,Racing,Atari,6,0.04,0.03,0.0,0.01,0.0,2003-06-24,2003,6,24
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,Racing,Valcon Games,7,0.04,0.03,0.0,0.0,0.0,2008-03-18,2008,3,18
Turbo: Super Stunt Squad,DS,Racing,D3Publisher,7,0.04,0.0,0.0,0.04,0.0,2013-07-16,2013,7,16
Colin McRae Rally 3,XB,Racing,Codemasters,6,0.04,0.03,0.0,0.01,0.0,2003-02-18,2003,2,18
Monster Trux Arenas: Special Edition,Wii,Racing,Conspiracy Entertainment,7,0.04,0.04,0.0,0.0,0.0,2007-09-25,2007,9,25
SX Superstar,XB,Racing,Acclaim Entertainment,6,0.04,0.03,0.0,0.01,0.0,2003-06-26,2003,6,26
Glacier2,Wii,Racing,Zoo Games,7,0.04,0.04,0.0,0.0,0.0,2009-10-13,2009,10,13
Pro Race Driver,XB,Racing,Codemasters,6,0.04,0.03,0.0,0.01,0.0,2003-04-16,2003,4,16
Ferrari Challenge Trofeo Pirelli,PS3,Racing,Activision,7,0.04,0.0,0.0,0.03,0.01,2008-08-26,2008,8,26
Gakuen Hetalia Portable,PSP,Adventure,Idea Factory,7,0.04,0.0,0.04,0.0,0.0,2011-03-24,2011,3,24
Gray Matter,X360,Adventure,DTP Entertainment,7,0.04,0.0,0.0,0.04,0.0,2011-02-25,2011,2,25
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,Adventure,Marvelous Interactive,7,0.04,0.0,0.04,0.0,0.0,2006-10-26,2006,10,26
Adventure Time: Pirates of the Enchiridion,XOne,Adventure,Outright Games,8,0.04,0.04,0.0,0.0,0.0,2018-07-17,2018,7,17
Amnesia,PSP,Adventure,Idea Factory,7,0.04,0.0,0.04,0.0,0.0,2011-08-18,2011,8,18
NCIS,PC,Adventure,Ubisoft,8,0.04,0.01,0.0,0.02,0.01,2011-11-01,2011,11,1
LEGO Indiana Jones: The Original Adventures,PC,Adventure,LucasArts,7,0.04,0.02,0.0,0.02,0.0,2008-06-03,2008,6,3
Little Busters! Converted Edition,PSP,Adventure,Prototype,7,0.04,0.0,0.04,0.0,0.0,2010-11-25,2010,11,25
Shukufuku no Campanella Portable,PSP,Adventure,Kadokawa Shoten,7,0.04,0.0,0.04,0.0,0.0,2010-09-30,2010,9,30
Chaos;Head - Love Chu*Chu!,PSP,Adventure,5pb,7,0.04,0.0,0.04,0.0,0.0,2011-01-27,2011,1,27
Game of Thrones: A Telltale Games Series,XOne,Adventure,Telltale Games,8,0.04,0.04,0.0,0.0,0.0,2014-12-03,2014,12,3
12Riven: The Psi-Climinal of Integral,PS2,Adventure,CyberFront,7,0.04,0.0,0.04,0.0,0.0,2008-03-13,2008,3,13
National Geographic Challenge!,PS3,Misc,Ignition Entertainment,7,0.04,0.01,0.0,0.03,0.01,2011-11-29,2011,11,29
Chessmaster,GBA,Misc,Ubisoft,7,0.04,0.03,0.0,0.01,0.0,2002-08-28,2002,8,28
XBLAZE Code: Embryo,PSV,Misc,Aksys Games,9,0.04,0.02,0.01,0.0,0.01,2014-06-24,2014,6,24
Trollz: Hair Affair!,GBA,Misc,Ubisoft,6,0.04,0.03,0.0,0.01,0.0,2005-11-01,2005,11,1
NHRA Drag Racing: Countdown to the Championship,PS2,Racing,THQ,7,0.04,0.02,0.0,0.01,0.0,2007-07-24,2007,7,24
Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,DS,Racing,DSI Games,7,0.04,0.03,0.0,0.0,0.0,2007-08-15,2007,8,15
Alia's Carnival! Sacrament,PSV,Adventure,Dramatic Create,9,0.04,0.0,0.04,0.0,0.0,2015-10-29,2015,10,29
Game of Thrones: A Telltale Games Series,X360,Adventure,Telltale Games,8,0.04,0.03,0.0,0.0,0.0,2014-12-03,2014,12,3
Hana to Ikimono Rittai Zukan,3DS,Misc,Nintendo,7,0.04,0.0,0.04,0.0,0.0,2011-09-29,2011,9,29
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,Misc,Sega,7,0.04,0.0,0.04,0.0,0.0,2005-06-04,2005,6,4
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,Misc,Nintendo,7,0.04,0.0,0.04,0.0,0.0,2006-04-27,2006,4,27
You Don't Know Jack,PC,Misc,Sierra Entertainment,9,0.04,0.04,0.0,0.0,0.0,1995-09-30,1995,9,30
Doko Demo Issho: Let's Gakkou!,PSP,Misc,Sony Computer Entertainment,7,0.04,0.0,0.04,0.0,0.0,2006-06-15,2006,6,15
M&M's Beach Party,Wii,Misc,Zoo Digital Publishing,7,0.04,0.04,0.0,0.0,0.0,2009-03-10,2009,3,10
Cheer We Go!,DS,Misc,Natsume,7,0.04,0.04,0.0,0.0,0.0,2010-03-23,2010,3,23
Mahjong * Dream C Club,PS3,Misc,D3Publisher,7,0.04,0.0,0.04,0.0,0.0,2012-04-05,2012,4,5
Flow: Urban Dance Uprising,PS2,Misc,Ubisoft,7,0.04,0.02,0.0,0.01,0.0,2005-11-15,2005,11,15
Fighting Vipers 2,DC,Fighting,Sega,8,0.04,0.0,0.04,0.0,0.0,2001-01-01,2001,1,1
Guilty Gear XX Accent Core,Wii,Fighting,Aksys Games,7,0.04,0.03,0.0,0.0,0.0,2007-10-15,2007,10,15
Cyber Troopers Virtual-On Marz,PS2,Fighting,Sega,7,0.04,0.02,0.0,0.01,0.0,2003-10-14,2003,10,14
Saint Seiya: The Hades,PS2,Fighting,Namco Bandai,7,0.04,0.0,0.04,0.0,0.0,2006-09-29,2006,9,29
Zatch Bell! Mamodo Fury,GC,Fighting,Namco Bandai,7,0.04,0.03,0.0,0.01,0.0,2006-12-12,2006,12,12
Shonen Jump's One Piece: Grand Adventure,GC,Fighting,Namco Bandai,7,0.04,0.03,0.0,0.01,0.0,2006-08-29,2006,8,29
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,Fighting,Namco Bandai Games,7,0.04,0.0,0.04,0.0,0.0,2015-12-17,2015,12,17
Art of Fighting 3: The Path of the Warrior,NG,Fighting,SNK,5,0.04,0.0,0.04,0.0,0.0,1996-04-26,1996,4,26
Blade Strangers,NS,Fighting,Nicalis,8,0.04,0.03,0.0,0.0,0.0,2018-08-28,2018,8,28
Galaxy Fight,SAT,Fighting,Sunsoft,8,0.04,0.0,0.04,0.0,0.0,1996-07-03,1996,7,3
Fatal Fury: Battle Archives Volume 1,PS2,Fighting,SNK Playmore,7,0.04,0.02,0.0,0.01,0.0,2007-08-14,2007,8,14
Capcom Fighting Evolution,XB,Fighting,Capcom,6,0.04,0.03,0.0,0.01,0.0,2005-06-14,2005,6,14
Omen of Sorrow,PS4,Fighting,Soedesco,8,0.04,0.03,0.0,0.0,0.01,2018-11-16,2018,11,16
Just Sing! Vol. 2,DS,Misc,PQube,7,0.04,0.0,0.0,0.04,0.0,2011-09-23,2011,9,23
World Poker Tour,PSP,Misc,2K Sports,7,0.04,0.04,0.0,0.0,0.0,2006-04-17,2006,4,17
Deadliest Warrior: Ancient Combat,PS3,Fighting,Unknown,7,0.04,0.04,0.0,0.0,0.0,2012-04-17,2012,4,17
Deadly Arts,N64,Fighting,Konami,9,0.04,0.03,0.0,0.01,0.0,1998-10-07,1998,10,7
Under Night In-Birth Exe:Latest,PS4,Fighting,Aksys Games,8,0.04,0.01,0.03,0.0,0.0,2018-02-09,2018,2,9
King of Fighters: Maximum Impact Regulation A,PS2,Fighting,SNK Playmore,7,0.04,0.0,0.04,0.0,0.0,2007-07-26,2007,7,26
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,Fighting,Namco Bandai Games,8,0.04,0.0,0.04,0.0,0.0,2016-06-28,2016,6,28
Phantom Breaker,X360,Fighting,SouthPeak Games,8,0.04,0.02,0.02,0.0,0.0,2012-05-08,2012,5,8
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,Fighting,Namco Bandai,7,0.04,0.0,0.04,0.0,0.0,2010-02-25,2010,2,25
Arcana Heart 3: Love Max!!!!!,PSV,Fighting,Aksys Games,9,0.04,0.02,0.02,0.0,0.01,2014-09-23,2014,9,23
WarTech: Senko no Ronde,X360,Fighting,Ubisoft,8,0.04,0.04,0.0,0.0,0.0,2007-05-29,2007,5,29
The King of Fighters Kyo,PS,Fighting,SNK,7,0.04,0.0,0.04,0.0,0.0,1998-08-27,1998,8,27
Katekyoo Hitman Reborn! Battle Arena,PSP,Fighting,Marvelous Interactive,7,0.04,0.0,0.04,0.0,0.0,2008-09-18,2008,9,18
Bloody Roar Extreme,XB,Fighting,Hudson Soft,6,0.04,0.03,0.0,0.01,0.0,2003-05-27,2003,5,27
Great Battle Full Blast,PSP,Fighting,Namco Bandai Games,7,0.04,0.0,0.04,0.0,0.0,2012-03-01,2012,3,1
Digimon Rumble Arena 2,GC,Fighting,Bandai,7,0.04,0.03,0.0,0.01,0.0,2004-09-06,2004,9,6
One Piece: Great Pirate Colosseum,3DS,Fighting,Namco Bandai Games,7,0.04,0.0,0.04,0.0,0.0,2016-09-21,2016,9,21
Deadliest Warrior: Ancient Combat,X360,Fighting,Unknown,8,0.04,0.04,0.0,0.0,0.0,2012-04-17,2012,4,17
NatGeo Challenge! Wild Life,Wii,Misc,D3 Publisher,7,0.04,0.03,0.0,0.0,0.0,2010-11-09,2010,11,9
PopStar Guitar,PS2,Misc,XS Games,7,0.04,0.02,0.0,0.01,0.0,2008-10-28,2008,10,28
Clannad,PS2,Adventure,Interchannel,7,0.04,0.0,0.04,0.0,0.0,2006-02-23,2006,2,23
Scribblenauts Mega Pack,PS4,Adventure,Warner Bros. Interactive Entertainment,8,0.04,0.03,0.0,0.0,0.01,2018-09-18,2018,9,18
Bratz Kidz,DS,Misc,Game Factory,7,0.04,0.03,0.0,0.0,0.0,2008-11-18,2008,11,18
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,Misc,Namco Bandai Games,8,0.04,0.0,0.04,0.0,0.0,2015-11-26,2015,11,26
Music Maker: Rockstar,PS2,Misc,Magix,7,0.04,0.02,0.0,0.01,0.0,2009-08-07,2009,8,7
"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,Misc,GungHo,7,0.04,0.0,0.04,0.0,0.0,2008-12-30,2008,12,30
Holly Hobbie & Friends,DS,Misc,Majesco,7,0.04,0.04,0.0,0.0,0.0,2007-10-08,2007,10,8
Sleepover Party,Wii,Misc,Ubisoft,7,0.04,0.03,0.0,0.0,0.0,2010-01-12,2010,1,12
Phoenix Wright: Ace Attorney Trilogy,3DS,Misc,Capcom,7,0.04,0.0,0.04,0.0,0.0,2014-04-17,2014,4,17
Famicom Remix Best Choice,3DS,Misc,Nintendo,7,0.04,0.0,0.04,0.0,0.0,2015-08-27,2015,8,27
Secret Files: Tunguska,PC,Adventure,The Adventure Company,8,0.04,0.0,0.0,0.04,0.0,2006-10-30,2006,10,30
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,Misc,Sonnet,8,0.04,0.0,0.04,0.0,0.0,1995-10-20,1995,10,20
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,Misc,Bandai,7,0.04,0.0,0.04,0.0,0.0,2005-12-29,2005,12,29
